"Occurences","Word","Length","Freq_KF","Freq_HAL","Log_Freq_HAL","Ortho_N","Phono_N","Freq_N","BG_Sum","BG_Mean","NPhon","NSyll","NMorph","POS"
"1","lean","4","20","4547","8.42","15","49","8.38","17044","5681.33","3","1","1","JJ|VB|NN"
"1","leaned","6","38","3216","8.08","9","14","6.02","30293","6058.60","4","1","2","VB"
"1","leap","4","14","6090","8.71","10","38","7.02","11396","3798.67","3","1","1","NN|VB"
"1","leaped","6","20","619","6.43","8","13","5.93","22664","4532.80","4","1","2","VB"
"1","learn","5","84","71507","11.18","3","28","6.06","16709","4177.25","3","1","1","VB"
"1","learns","6","10","2362","7.77","2","20","5.83","20839","4167.80","4","1","2","VB"
"1","leash","5","3","2002","7.60","3","24","9.09","15473","3868.25","3","1","1","NN|VB"
"1","least","5","343","201524","12.21","7","19","7.55","20316","5079.00","4","1","1","JJ|RB|NN"
"1","leave","5","205","76506","11.25","4","33","5.55","14026","3506.50","3","1","1","VB|NN"
"1","leaves","6","49","19852","9.90","6","21","5.19","26762","5352.40","4","1","2","VB"
"1","led","3","132","23398","10.06","23","35","8.69","14703","7351.50","3","1","1","VB"
"1","ledge","5","6","1577","7.36","4","15","7.59","17369","4342.25","3","1","1","NN"
"1","lee","3","NULL","39039","10.57","26","56","8.42","8405","4202.50","2","1","1","NN"
"1","Lee's","5","3","1199","7.09","8","53","5.09","10530","2632.50","3","1","2","encl"
"1","left","4","480","132017","11.79","8","16","5.78","7870","2623.33","4","1","1","VB|NN|JJ"
"1","leg","3","58","17838","9.79","22","17","8.16","7459","3729.50","3","1","1","NN|VB"
"1","legs","4","67","26451","10.18","15","12","6.46","8120","2706.67","4","1","2","NN|VB"
"1","lemon","5","18","4015","8.30","2","9","5.79","18770","4692.50","5","2","1","NN|JJ"
"1","LENA","4","NULL","648","6.47","7","8","6.85","16630","5543.33","4","2","1","NN"
"1","lend","4","14","2983","8.00","17","25","7.61","17034","5678.00","4","1","1","VB"
"1","length","6","116","50773","10.84","0","0","NULL","25086","5017.20","4","1","1","NN"
"1","LENNY","5","NULL","2208","7.70","3","18","7.90","14990","3747.50","4","2","2","NN"
"1","lent","4","5","1321","7.19","18","25","8.21","19169","6389.67","4","1","1","VB|NN"
"1","Leo","3","7","5506","8.61","15","22","8.25","7119","3559.50","3","2","1","NN"
"1","less","4","438","158428","11.97","19","33","6.96","23156","7718.67","3","1","1","JJ|RB|minor"
"1","lesson","6","29","8054","8.99","4","9","5.94","33016","6603.20","4","2","1","NN"
"1","Lester","6","13","2041","7.62","10","11","6.75","48552","9710.40","5","2","1","NN"
"1","let","3","384","206685","12.24","26","32","9.49","9607","4803.50","3","1","1","VB|NN"
"1","let's","5","68","55934","10.93","4","22","4.67","11595","2898.75","4","1","2","encl"
"1","lets","4","5","23648","10.07","20","22","7.45","12334","4111.33","4","1","2","VB|NN"
"1","letter","6","145","58299","10.97","7","33","7.80","32863","6572.60","4","2","1","NN"
"1","level","5","213","130029","11.78","4","7","6.01","14635","3658.75","4","2","1","NN|VB"
"1","lever","5","14","2025","7.61","10","19","7.87","24104","6026.00","4","2","1","NN|VB"
"1","liar","4","3","6138","8.72","1","21","6.42","14146","4715.33","3","1","2","NN"
"1","lick","4","3","4418","8.39","15","44","9.13","12246","4082.00","3","1","1","VB|NN"
"1","licked","6","10","2600","7.86","10","19","7.05","22144","4428.80","4","1","2","VB"
"1","lid","3","19","2898","7.97","18","39","8.84","7390","3695.00","3","1","1","NN"
"1","lids","4","5","486","6.19","9","19","7.74","8485","2828.33","4","1","2","NN"
"1","lie","3","59","21911","9.99","15","51","8.18","9930","4965.00","2","1","1","VB|NN"
"1","lied","4","6","4456","8.40","9","46","6.50","18014","6004.67","3","1","2","VB"
"1","lies","4","44","20384","9.92","14","48","6.17","22666","7555.33","3","1","2","VB|NN"
"1","life","4","715","219561","12.30","12","22","8.38","7907","2635.67","3","1","1","NN"
"1","lift","4","23","9806","9.19","10","17","7.98","7157","2385.67","4","1","1","VB|NN"
"1","lifted","6","43","5109","8.54","5","6","5.58","23788","4757.60","6","2","2","VB"
"1","lifts","5","2","1735","7.46","6","7","5.53","9884","2471.00","5","1","2","VB|NN"
"1","light","5","333","96805","11.48","9","39","9.66","8962","2240.50","3","1","1","NN|VB"
"1","lights","6","47","15048","9.62","8","29","6.94","11689","2337.80","4","1","2","NN|VB"
"1","like","4","1290","1060831","13.87","16","38","8.30","7840","2613.33","3","1","1","minor|VB|NN|JJ"
"1","liked","5","58","23898","10.08","9","12","5.00","15924","3981.00","4","1","2","VB"
"1","likely","6","151","71675","11.18","1","3","7.54","15405","3081.00","5","2","2","JJ|RB"
"1","likes","5","20","16026","9.68","12","27","6.95","20576","5144.00","4","1","2","VB|NN"
"1","lily","4","1","2643","7.88","7","24","5.18","12746","4248.67","4","2","1","NN"
"1","limb","4","5","2127","7.66","6","28","5.83","8421","2807.00","3","1","1","NN"
"1","lime","4","13","2086","7.64","17","26","8.33","10899","3633.00","3","1","1","NN|VB"
"1","limp","4","12","1596","7.38","9","9","6.65","9093","3031.00","4","1","1","JJ|NN|VB"
"1","limped","6","2","123","4.81","6","5","3.57","20361","4072.20","5","1","2","VB"
"1","Linda","5","42","9891","9.20","2","2","7.95","24805","6201.25","5","2","1","NN"
"1","line","4","298","239804","12.39","26","41","8.22","25590","8530.00","3","1","1","NN|VB"
"1","lined","5","16","2518","7.83","10","22","7.02","33674","8418.50","4","1","2","VB"
"1","lines","5","198","83944","11.34","20","32","6.75","38326","9581.50","4","1","2","NN|VB"
"1","ling","4","1","984","6.89","17","32","8.43","29116","9705.33","3","1","NULL","NN"
"1","link","4","16","39054","10.57","15","14","7.21","21065","7021.67","4","1","1","NN|VB"
"1","lion","4","17","7671","8.95","7","6","6.59","18255","6085.00","4","1","1","NN"
"1","lion's","6","2","594","6.39","0","4","NULL","20427","4085.40","5","1","2","encl"
"1","lions","5","6","5343","8.58","3","4","4.05","22385","5596.25","5","1","2","NN"
"1","lip","3","18","3323","8.11","19","32","7.98","6820","3410.00","3","1","1","NN"
"1","lips","4","69","14796","9.60","14","23","6.50","7565","2521.67","4","1","2","NN"
"1","liquid","6","48","9017","9.11","0","0","NULL","9607","1921.40","6","2","2","JJ|NN"
"1","Lisa","4","4","13730","9.53","8","6","7.66","12945","4315.00","4","2","1","NN"
"1","list","4","133","317096","12.67","17","27","7.82","18845","6281.67","4","1","1","NN|VB"
"1","listen","6","51","33915","10.43","2","6","7.77","34591","6918.20","4","2","1","VB|NN"
"1","lists","5","34","50889","10.84","8","9","5.84","21572","5393.00","5","1","2","NN|VB"
"1","lit","3","17","5376","8.59","19","40","9.27","9874","4937.00","3","1","1","VB|JJ"
"1","litter","6","3","3353","8.12","9","29","6.99","33130","6626.00","4","2","1","NN|VB"
"1","little","6","831","288496","12.57","1","9","7.22","18951","3790.20","4","2","1","JJ|RB|NN"
"1","live","4","177","128442","11.76","16","21","8.63","10795","3598.33","3","1","1","VB"
"1","lived","5","115","20075","9.91","12","8","5.96","18879","4719.75","4","1","2","VB"
"1","lively","6","26","1885","7.54","3","4","8.48","18360","3672.00","5","2","2","JJ"
"1","liver","5","16","25025","10.13","12","11","7.63","23944","5986.00","4","2","1","NN"
"1","lives","5","81","41676","10.64","14","16","7.41","23531","5882.75","4","1","2","VB"
"1","living","6","194","75436","11.23","10","9","5.58","32194","6438.80","5","2","2","VB|NN|JJ"
"1","Liz","3","1","3739","8.23","9","34","7.94","7268","3634.00","3","1","1","NN"
"1","lizard","6","NULL","5706","8.65","2","5","5.52","14986","2997.20","5","2","1","NN"
"1","LIZZIE","6","NULL","168","5.12","1","12","0.69","12092","2418.40","4","2","2","NN"
"1","load","4","45","40668","10.61","11","44","7.64","5781","1927.00","3","1","1","NN|VB"
"1","loaded","6","22","18267","9.81","5","14","5.32","18742","3748.40","5","2","2","VB|JJ"
"1","lock","4","23","18221","9.81","16","38","7.97","6367","2122.33","3","1","1","NN|VB"
"1","locked","6","30","10624","9.27","13","24","6.23","16265","3253.00","4","1","2","VB"
"1","locker","6","9","1871","7.53","7","20","5.63","21330","4266.00","4","2","2","NN"
"1","lodge","5","19","3576","8.18","2","14","8.08","6735","1683.75","3","1","1","NN|VB"
"1","log","3","11","21912","9.99","21","16","7.88","4144","2072.00","3","1","1","NN|VB"
"1","logs","4","8","4093","8.32","18","14","6.41","4805","1601.67","4","1","2","NN|VB"
"1","London","6","89","32949","10.40","2","4","6.34","23976","4795.20","6","2","2","NN"
"1","lonely","6","25","4872","8.49","1","1","9.01","23972","4794.40","5","2","2","JJ|RB"
"1","long","4","755","273917","12.52","13","19","7.91","19933","6644.33","3","1","1","JJ|RB|NN|VB"
"1","longer","6","193","73185","11.20","7","3","5.50","35416","7083.20","5","2","2","JJ|RB"
"1","look","4","399","253524","12.44","12","24","8.25","5334","1778.00","3","1","1","VB|NN"
"1","looked","6","367","64529","11.07","10","14","6.28","15232","3046.40","4","1","2","VB"
"1","looks","5","78","70951","11.17","12","27","6.61","6052","1513.00","4","1","2","VB|NN"
"1","loop","4","21","16305","9.70","9","26","7.11","6406","2135.33","3","1","1","NN|VB"
"1","loose","5","53","25759","10.16","4","30","6.50","10843","2710.75","3","1","1","JJ|VB|NN"
"1","loosen","6","3","1329","7.19","3","9","6.16","18042","3608.40","4","2","2","VB"
"1","loot","4","3","999","6.91","16","34","7.89","6728","2242.67","3","1","1","NN|VB"
"1","lord","4","93","38009","10.55","12","32","7.66","9452","3150.67","4","1","1","NN|VB"
"1","lords","5","3","3103","8.04","6","14","6.34","10547","2636.75","5","1","2","NN|VB"
"1","lose","4","58","38347","10.55","17","51","8.22","8945","2981.67","3","1","1","VB"
"1","losers","6","1","3028","8.02","5","8","6.73","25961","5192.20","5","2","3","NN"
"1","losing","6","28","15711","9.66","7","9","5.61","31422","6284.40","5","2","2","VB|NN"
"1","loss","4","86","30002","10.31","20","22","7.44","8743","2914.33","3","1","1","NN"
"1","losses","6","46","6167","8.73","9","9","4.43","25482","5096.40","5","2","2","NN"
"1","lost","4","173","78090","11.27","14","14","9.73","12443","4147.67","4","1","1","VB|JJ|NN"
"1","lot","3","127","232888","12.36","23","37","8.61","4830","2415.00","3","1","1","NN"
"1","lots","4","42","70143","11.16","16","25","6.19","7557","2519.00","4","1","2","NN"
"1","Lou","3","13","5103","8.54","12","57","8.57","6600","3300.00","2","1","1","NN"
"1","loud","4","20","11931","9.39","7","23","6.19","7316","2438.67","3","1","1","JJ|NN"
"1","louder","6","12","2333","7.75","2","18","6.29","25342","5068.40","4","2","2","JJ|RB"
"1","loudly","6","17","2995","8.00","1","2","3.64","11925","2385.00","5","2","2","RB"
"1","Louis","5","73","20387","9.92","2","22","2.27","13024","3256.00","3","2","1","NN"
"1","Louise","6","5","2679","7.89","1","4","5.49","17027","3405.40","4","2","1","NN"
"1","love","4","232","165830","12.02","16","13","7.08","7431","2477.00","3","1","1","NN|VB"
"1","loved","5","56","18375","9.82","10","10","5.87","15515","3878.75","4","1","2","VB|JJ"
"1","lovely","6","44","8172","9.01","2","1","8.02","14996","2999.20","5","2","2","JJ|NN"
"1","loves","5","19","10791","9.29","13","13","6.12","20167","5041.75","4","1","2","VB"
"1","loving","6","15","8699","9.07","7","7","6.84","28830","5766.00","5","2","2","JJ|NN|VB"
"1","low","3","174","86110","11.36","24","59","8.53","4296","2148.00","2","1","1","JJ|NN|RB|VB"
"1","LOWELL","6","NULL","1485","7.30","2","2","8.03","12854","2570.80","4","1","1","NN"
"1","lower","5","123","49669","10.81","13","20","6.39","18439","4609.75","3","1","2","JJ|RB"
"1","Lucas","5","1","4761","8.47","1","2","4.01","9038","2259.50","5","2","1","NN"
"1","LUCIA","5","NULL","1395","7.24","2","3","4.72","6322","1580.50","4","2","NULL","NN"
"1","luck","4","47","60629","11.01","14","31","8.17","4164","1388.00","3","1","1","NN"
"1","lucky","5","21","17795","9.79","5","9","4.91","4344","1086.00","4","2","2","JJ|NN"
"1","Lucy","4","45","3448","8.15","2","12","8.82","2437","812.33","4","2","1","NN"
"1","Lucy's","6","1","303","5.71","0","6","NULL","4459","891.80","5","2","2","encl"
"1","LUIS","4","NULL","5460","8.61","3","7","6.08","7643","2547.67","4","2","1","NN"
"1","Luke","4","3","11795","9.38","8","29","7.96","3109","1036.33","3","1","1","NN"
"1","LULU","4","NULL","277","5.62","1","1","6.17","4682","1560.67","4","2","1","NN"
"1","lumber","6","35","1363","7.22","6","3","5.61","18614","3722.80","5","2","1","NN|VB"
"1","lump","4","7","2579","7.86","9","11","8.00","4211","1403.67","4","1","1","NN|VB"
"1","lunch","5","33","11094","9.31","6","7","7.85","10223","2555.75","4","1","1","NN|VB"
"1","lungs","5","20","2629","7.87","5","10","4.83","13753","3438.25","4","1","2","NN"
"1","luster","6","2","201","5.30","7","7","5.90","33467","6693.40","5","2","1","NN|VB"
"1","LYDIA","5","NULL","803","6.69","0","1","NULL","10103","2525.75","5","2","1","NN"
"1","lying","5","36","14906","9.61","4","11","6.43","27573","6893.25","4","2","2","VB|NN"
"1","Lyle","4","1","1945","7.57","1","26","7.46","10769","3589.67","3","1","1","NN"
"1","Lynn","4","5","12846","9.46","4","49","6.84","5025","1675.00","3","1","1","NN"
"1","mac","3","NULL","111149","11.62","20","42","8.43","6289","3144.50","3","1","1","NN"
"1","mack","4","1","2133","7.67","17","42","8.99","8350","2783.33","3","1","1","NN"
"1","mad","3","39","17811","9.79","29","43","9.03","5482","2741.00","3","1","1","JJ|NN"
"1","made","4","1125","271084","12.51","18","43","7.33","10359","3453.00","3","1","1","VB|NN"
"1","madman","6","2","1332","7.19","1","0","5.22","16408","3281.60","6","2","2","NN"
"1","Maggie","6","23","2685","7.90","1","12","6.19","11112","2222.40","4","2","1","NN"
"1","magic","5","37","48020","10.78","1","2","7.13","10778","2694.50","5","2","1","NN|VB"
"1","MAI","3","NULL","5081","8.53","20","46","8.72","5181","2590.50","2","1","NULL","NN"
"1","maid","4","31","1714","7.45","8","43","10.00","6792","2264.00","3","1","1","NN"
"1","mail","4","47","260346","12.47","20","59","7.45","8263","2754.33","3","1","1","NN|VB"
"1","mailed","6","16","12226","9.41","13","25","6.13","22966","4593.20","4","1","2","VB"
"1","main","4","119","74094","11.21","13","59","8.11","19827","6609.00","3","1","1","JJ|NN"
"1","Maine","5","9","4815","8.48","4","59","6.29","24992","6248.00","3","1","1","NN"
"1","major","5","247","100373","11.52","2","8","7.88","9007","2251.75","4","2","1","JJ|NN"
"1","make","4","794","520909","13.16","22","41","7.95","5954","1984.67","3","1","1","VB|NN"
"1","maker","5","12","8080","9.00","8","14","6.98","19103","4775.75","4","2","2","NN"
"1","makes","5","172","134406","11.81","19","23","6.29","18690","4672.50","4","1","2","VB|NN"
"1","makeup","6","1","3291","8.10","0","0","NULL","7087","1417.40","5","2","2","NN"
"1","making","6","255","119373","11.69","7","14","7.10","28642","5728.40","5","2","2","VB|NN"
"1","male","4","37","58587","10.98","27","59","7.75","15994","5331.33","3","1","1","JJ|NN"
"1","mall","4","3","7767","8.96","18","43","8.36","13259","4419.67","3","1","1","NN"
"1","mama","4","44","3617","8.19","4","6","6.32","8924","2974.67","4","2","1","NN"
"1","mama's","6","2","488","6.19","0","3","NULL","10833","2166.60","5","2","NULL","NULL"
"1","mammal","6","1","671","6.51","1","4","2.08","15585","3117.00","4","2","1","NN"
"1","man","3","1207","188876","12.15","34","45","9.32","10779","5389.50","3","1","1","NN|VB"
"1","man's","5","125","10881","9.29","8","31","5.87","12951","3237.75","4","1","2","encl"
"1","manage","6","20","18086","9.80","1","1","5.35","17472","3494.40","5","2","1","VB"
"1","mane","4","NULL","512","6.24","27","59","8.00","15944","5314.67","3","1","1","NN"
"1","manila","6","2","1173","7.07","0","1","NULL","21302","4260.40","6","3","1","NN|JJ"
"1","mantis","6","NULL","679","6.52","1","2","2.71","30968","6193.60","6","2","1","NN"
"1","many","4","1030","474923","13.07","9","18","7.42","11047","3682.33","4","2","1","JJ|NN|minor"
"1","map","3","13","25878","10.16","29","34","8.30","5131","2565.50","3","1","1","NN|VB"
"1","maple","5","7","4079","8.31","0","1","NULL","13149","3287.25","4","2","1","NN"
"1","maps","4","13","11613","9.36","21","24","6.72","5876","1958.67","4","1","2","NN|VB"
"1","marble","6","21","4081","8.31","2","7","4.26","18819","3763.80","5","2","1","NN"
"1","march","5","120","74695","11.22","5","12","5.98","13715","3428.75","4","1","1","NN|VB"
"1","Marcus","6","7","4987","8.51","2","4","4.87","14696","2939.20","6","2","1","NN"
"1","Marge","5","NULL","1615","7.39","7","14","7.82","12482","3120.50","4","1","1","NN"
"1","MARGO","5","NULL","1544","7.34","7","5","6.61","10954","2738.50","5","2","1","NN"
"1","Maria","5","12","5784","8.66","7","2","7.06","18003","4500.75","5","2","1","NN"
"1","Marie","5","6","5466","8.61","5","6","7.61","19799","4949.75","4","2","1","NN"
"1","Mario","5","1","6655","8.80","5","2","7.56","19852","4963.00","5","3","1","NN"
"1","mark","4","83","103559","11.55","18","16","7.71","10034","3344.67","4","1","1","NN|VB"
"1","Mark's","6","2","965","6.87","5","14","4.90","11906","2381.20","5","1","2","encl"
"1","marked","6","85","15384","9.64","10","12","5.63","19932","3986.40","5","1","2","VB"
"1","market","6","155","98850","11.50","3","3","7.40","14836","2967.20","6","2","1","NN|VB"
"1","marks","5","28","13591","9.52","10","14","5.14","10752","2688.00","5","1","2","NN|VB"
"1","marry","5","18","7832","8.97","10","23","7.65","11662","2915.50","4","2","1","VB"
"1","marshy","6","NULL","34","3.53","1","8","6.69","16503","3300.60","5","2","2","JJ"
"1","Martha","6","5","3542","8.17","2","2","4.82","16487","3297.40","5","2","1","NN"
"1","Martin","6","55","37729","10.54","4","7","7.28","35361","7072.20","5","2","1","NN"
"1","Marty","5","14","5758","8.66","6","10","5.40","12519","3129.75","5","2","1","NN"
"1","Marvin","6","9","2490","7.82","4","3","7.39","26038","5207.60","6","2","1","NN"
"1","Mary","4","88","25159","10.13","15","30","7.86","10519","3506.33","4","2","1","NN"
"1","Mary's","6","10","1525","7.33","4","18","4.70","12541","2508.20","5","2","2","encl"
"1","mash","4","1","1627","7.39","17","29","7.90","9208","3069.33","3","1","1","VB|NN"
"1","mashed","6","3","831","6.72","12","15","5.64","20849","4169.80","4","1","2","VB"
"1","mask","4","9","12361","9.42","11","10","7.04","7069","2356.33","4","1","1","NN|VB"
"1","masks","5","3","1897","7.55","6","8","5.97","7787","1946.75","5","1","2","NN|VB"
"1","mason","5","23","6800","8.82","4","9","6.73","16410","4102.50","4","2","1","NN"
"1","mast","4","6","1614","7.39","21","26","8.46","14051","4683.67","4","1","1","NN"
"1","master","6","72","54412","10.90","10","11","6.90","35747","7149.40","5","2","1","NN|VB"
"1","mat","3","5","3514","8.16","32","42","8.87","11708","5854.00","3","1","1","NN"
"1","match","5","41","35069","10.47","11","30","7.73","15588","3897.00","3","1","1","NN|VB"
"1","mate","4","21","5179","8.55","27","49","8.34","20255","6751.67","3","1","1","NN|VB"
"1","math","4","4","18404","9.82","12","26","8.07","14217","4739.00","3","1","1","NN"
"1","mats","4","2","2087","7.64","26","35","7.41","14435","4811.67","4","1","2","NN"
"1","Matt","4","3","25398","10.14","11","42","6.80","13268","4422.67","3","1","1","NN"
"1","matter","6","308","110274","11.61","12","23","5.86","34964","6992.80","4","2","1","NN|VB"
"1","MATTIE","6","NULL","237","5.47","1","8","5.74","26692","5338.40","4","2","NULL","NN"
"1","Max","3","12","24879","10.12","22","31","8.82","3661","1830.50","4","1","1","NN"
"1","may","3","1400","536229","13.19","29","46","9.40","4349","2174.50","2","1","1","VB|NN"
"1","maybe","5","134","166009","12.02","0","2","NULL","6403","1600.75","4","2","1","RB|NN"
"1","mayor","5","38","4322","8.37","3","0","8.68","9679","2419.75","4","1","1","NN"
"1","meadow","6","17","841","6.73","0","2","NULL","11075","2215.00","4","2","1","NN"
"1","meal","4","30","6528","8.78","14","48","7.97","12396","4132.00","3","1","1","NN"
"1","meals","5","26","4000","8.29","11","29","6.34","13564","3391.00","4","1","2","NN"
"1","mean","4","199","151693","11.93","10","38","8.49","13800","4600.00","3","1","1","VB|NN"
"1","means","5","310","130928","11.78","11","28","6.78","17930","4482.50","4","1","2","VB|NN"
"1","meant","5","100","36601","10.51","2","24","8.11","19151","4787.75","4","1","2","VB"
"1","meat","4","45","14861","9.61","13","33","8.74","14729","4909.67","3","1","1","NN"
"1","medal","5","7","3315","8.11","3","14","8.51","18510","4627.50","4","2","1","NN"
"1","medals","6","4","841","6.73","3","15","6.04","19678","3935.60","5","2","2","NN"
"1","meet","4","148","48215","10.78","7","33","7.01","8149","2716.33","3","1","1","VB|NN"
"1","meets","5","36","9004","9.11","4","19","5.14","10876","2719.00","4","1","2","VB|NN"
"1","Meg","3","2","25782","10.16","17","14","7.66","4215","2107.50","3","1","1","NN"
"1","Mel","3","8","4105","8.32","16","43","8.13","7055","3527.50","3","1","1","NN"
"1","melons","6","NULL","202","5.31","2","3","5.09","22427","4485.40","6","2","2","NN"
"1","melt","4","4","2781","7.93","10","17","7.86","7773","2591.00","4","1","1","VB"
"1","melted","6","9","1918","7.56","4","5","5.02","24404","4880.80","6","2","2","VB"
"1","member","6","137","63948","11.07","0","0","NULL","21273","4254.60","5","2","1","NN"
"1","memo","4","1","3321","8.11","2","3","8.82","7254","2418.00","4","2","1","NN"
"1","memory","6","76","114930","11.65","0","1","NULL","13424","2684.80","6","3","2","NN"
"1","men","3","763","98321","11.50","25","40","8.52","10574","5287.00","3","1","1","NN"
"1","mend","4","2","357","5.88","13","20","7.88","13790","4596.67","4","1","1","VB|NN"
"1","mended","6","1","120","4.79","7","10","5.19","26751","5350.20","6","2","2","VB"
"1","meow","4","NULL","1154","7.05","0","8","NULL","5201","1733.67","3","2","1","VB|NN|minor"
"1","mercy","5","20","5983","8.70","3","12","6.29","17709","4427.25","4","2","1","NN"
"1","mess","4","22","13190","9.49","15","31","7.61","19912","6637.33","3","1","1","NN|VB"
"1","messy","5","3","2444","7.80","4","15","4.82","20308","5077.00","4","2","2","JJ"
"1","met","3","132","33944","10.43","20","33","9.48","6363","3181.50","3","1","1","VB|NN"
"1","metal","5","61","28116","10.24","2","14","6.69","15879","3969.75","4","2","1","NN"
"1","Mexico","6","19","27758","10.23","1","0","5.58","13789","2757.80","7","3","1","NN"
"1","mice","4","10","4181","8.34","15","29","8.57","9909","3303.00","3","1","1","NN"
"1","Mickey","6","28","4725","8.46","2","16","6.15","11629","2325.80","4","2","2","NN"
"1","Midas","5","1","403","6.00","1","3","4.25","8597","2149.25","5","2","1","NN"
"1","middle","6","118","45179","10.72","7","19","6.00","12216","2443.20","4","2","1","NN|JJ"
"1","might","5","672","277738","12.53","9","36","9.55","5943","1485.75","3","1","1","VB|NN"
"1","mighty","6","29","7688","8.95","1","12","6.62","7020","1404.00","4","2","2","JJ|NN"
"1","Miguel","6","2","3718","8.22","0","0","NULL","9708","1941.60","5","2","1","NN"
"1","Mike","4","91","82468","11.32","15","32","8.12","4821","1607.00","3","1","1","NN"
"1","Mike's","6","7","1488","7.31","1","20","4.30","6946","1389.20","4","1","2","encl"
"1","mild","4","14","5333","8.58","9","22","8.32","6504","2168.00","4","1","1","JJ|NN"
"1","mildly","6","7","1942","7.57","1","1","7.87","11113","2222.60","6","2","2","RB"
"1","mile","4","48","9657","9.18","22","36","8.02","12461","4153.67","3","1","1","NN"
"1","miles","5","173","35566","10.48","19","22","6.58","25197","6299.25","4","1","2","NN"
"1","milk","4","49","15195","9.63","8","10","7.52","6079","2026.33","4","1","1","NN|VB"
"1","milky","5","2","871","6.77","3","5","6.02","6259","1564.75","5","2","2","JJ|NN"
"1","mill","4","11","4853","8.49","18","46","8.49","9726","3242.00","3","1","1","NN"
"1","miller","6","22","19538","9.88","9","19","6.22","29494","5898.80","4","2","2","NN"
"1","MILLIE","6","NULL","332","5.81","5","38","5.65","19656","3931.20","4","2","2","NN"
"1","mills","5","32","4695","8.45","16","35","6.11","10894","2723.50","4","1","2","NN"
"1","Milton","6","17","3629","8.20","2","3","6.85","17693","3538.60","6","2","2","NN"
"1","MIMI","4","NULL","813","6.70","3","8","9.23","7265","2421.67","4","2","1","NN"
"1","mind","4","325","131156","11.78","16","22","8.68","20622","6874.00","4","1","1","NN|VB"
"1","minds","5","56","13940","9.54","13","12","6.56","21717","5429.25","5","1","2","NN|VB"
"1","mine","4","59","89230","11.40","27","38","7.93","22571","7523.67","3","1","1","NN|VB|minor"
"1","mines","5","28","5279","8.57","26","37","6.21","35307","8826.75","4","1","2","NN|VB"
"1","mining","6","12","3567","8.18","7","11","5.48","43923","8784.60","5","2","2","NN|VB"
"1","minute","6","53","29713","10.30","0","3","NULL","28357","5671.40","5","2","1","NN"
"1","Miriam","6","30","889","6.79","0","1","NULL","14813","2962.60","6","2","1","NN"
"1","mirror","6","27","27107","10.21","0","20","NULL","15020","3004.00","3","1","1","NN|VB"
"1","missed","6","40","27028","10.20","9","25","6.63","24213","4842.60","4","1","2","VB|JJ"
"1","misses","6","5","2384","7.78","9","16","5.98","28865","5773.00","5","2","2","VB|NN"
"1","mister","6","10","2183","7.69","6","8","6.40","37522","7504.40","5","2","1","NN"
"1","misty","5","4","943","6.85","3","3","6.03","16903","4225.75","5","2","2","JJ|NN"
"1","Mitch","5","2","2781","7.93","9","27","7.36","10735","2683.75","3","1","1","NN"
"1","mitt","4","NULL","163","5.09","8","44","7.80","8415","2805.00","3","1","1","NN"
"1","mitten","6","NULL","139","4.93","2","8","7.45","24161","4832.20","4","2","1","NN"
"1","mix","3","13","19759","9.89","11","36","8.67","2884","1442.00","4","1","1","NN|VB"
"1","mixed","5","37","15134","9.62","7","5","6.79","11221","2805.25","5","1","2","VB|JJ"
"1","mixer","5","2","2666","7.89","6","2","6.74","16286","4071.50","5","2","2","NN"
"1","mixing","6","10","5272","8.57","5","3","4.66","26484","5296.80","6","2","2","VB|NN"
"1","moan","4","1","2141","7.67","11","44","6.89","10061","3353.67","3","1","1","VB"
"1","moaned","6","2","2462","7.81","3","16","3.00","23310","4662.00","4","1","2","VB"
"1","model","5","77","66839","11.11","6","16","6.06","11609","2902.25","4","2","1","NN|VB"
"1","mole","4","4","1536","7.34","22","56","7.77","11304","3768.00","3","1","1","NN"
"1","Molly","5","5","1803","7.50","8","26","6.04","12454","3113.50","4","2","2","NN"
"1","mom","3","3","15795","9.67","18","25","7.72","4215","2107.50","3","1","1","NN"
"1","mom's","5","1","1645","7.41","2","23","5.11","6092","1523.00","4","1","NULL","NULL"
"1","moment","6","246","43625","10.68","1","0","4.83","20140","4028.00","6","2","1","NN"
"1","momma","5","2","2218","7.70","3","6","7.10","8477","2119.25","4","2","2","NN"
"1","Monday","6","68","20612","9.93","0","2","NULL","15466","3093.20","5","2","2","NN"
"1","money","5","265","209588","12.25","6","20","4.74","15978","3994.50","4","2","1","NN"
"1","monkey","6","9","4882","8.49","1","5","7.87","13267","2653.40","5","2","1","NN|VB"
"1","Monroe","6","12","2302","7.74","1","0","5.86","15118","3023.60","5","2","1","NN"
"1","month","5","130","76300","11.24","2","2","9.11","18085","4521.25","4","1","1","NN"
"1","months","6","189","100610","11.52","1","0","7.69","18373","3674.60","5","1","2","NN"
"1","mood","4","37","7396","8.91","10","34","8.70","4950","1650.00","3","1","1","NN"
"1","moody","5","5","1563","7.35","4","11","5.98","5213","1303.25","4","2","2","JJ"
"1","moon","4","60","30689","10.33","13","34","7.16","12123","4041.00","3","1","1","NN|VB"
"1","moon's","6","2","553","6.32","1","23","1.61","14295","2859.00","4","1","2","encl"
"1","moons","5","3","1494","7.31","10","23","5.10","16253","4063.25","4","1","2","NN|VB"
"1","moose","5","NULL","3475","8.15","7","22","8.00","9826","2456.50","3","1","1","NN"
